date,LinearRegression,SVR,XGBRegressor,RandomForestRegressor,Meta_Model,pr_sales_in_units,st_id,pr_sku_id
2023-06-13,1.0000000000000142,1.838589431182939,1.0001347,1.0,1.0080723502323672,1.0,3,871
2023-06-13,1.000000000000007,1.8256285910722916,1.0001347,1.0,1.0080723502323672,1.0,11,704
2023-06-13,3.000000000000011,3.716976978992575,3.0000606,3.0,2.9991228388588147,3.0,1,1008
2023-06-13,5.000000000000009,5.634566985639946,5.000005,5.0,4.985814491607673,5.0,1,177
2023-06-13,4.000000000000006,4.905707819648089,4.0000405,4.0,3.9987098920799893,4.0,9,205
2023-06-13,2.999999999999988,3.356841611338716,3.0000606,3.0,2.9991228388588147,3.0,9,515
2023-06-13,4.000000000000011,4.48224345079135,4.0000405,4.0,3.9987098920799893,4.0,3,803
2023-06-13,1.9999999999999933,2.324620875123099,2.0000806,2.0,2.0013719543611006,2.0,5,1559
2023-06-13,2.00000000000001,2.790883993804563,2.0000806,2.0,2.0013719543611006,2.0,11,188
2023-06-13,1.000000000000016,1.9589333911580376,1.0001347,1.0,1.0080723502323672,1.0,7,621
2023-06-13,3.0000000000000058,3.864953274400472,3.0000606,3.0,2.9991228388588147,3.0,10,154
2023-06-13,3.9999999999999867,5.097831296742914,4.0000405,4.0,3.9987098920799893,4.0,9,1860
2023-06-13,1.000000000000016,2.0345781567137067,1.0001347,1.0,1.0080723502323672,1.0,7,158
2023-06-13,2.0000000000000036,2.7608476703880633,2.0000806,2.0,2.0013719543611006,2.0,7,1086
2023-06-13,8.00000000000001,8.410505513407674,7.99993,8.0,7.9138273431016755,8.0,4,188
2023-06-13,1.0000000000000169,2.091838258031606,1.0001347,1.0,1.0080723502323672,1.0,10,1881
2023-06-13,6.999999999999979,9.495861218432712,6.9999523,7.0,6.9957243143974726,7.0,4,546
2023-06-13,1.0000000000000142,1.8646298587346983,1.0001347,1.0,1.0080723502323672,1.0,11,1708
2023-06-13,1.0000000000000098,2.2406125972267947,1.0001347,1.0,1.0080723502323672,1.0,10,1624
2023-06-13,2.0000000000000004,2.79479317367114,2.0000806,2.0,2.0013719543611006,2.0,1,574
2023-06-13,4.000000000000001,4.394976588472256,4.0000405,4.0,3.9987098920799893,4.0,3,106
2023-06-13,4.0000000000000036,4.3721171088484,4.0000405,4.0,3.9987098920799893,4.0,4,1596
2023-06-13,2.0000000000000138,3.0031035469727954,2.0000806,2.0,2.0013719543611006,2.0,9,1808
2023-06-13,20.000000000000007,19.210201146818232,19.99961,20.0,19.58143719184247,20.0,1,203
2023-06-13,12.000000000000005,12.48061895417301,11.999834,12.0,12.2376662058064,12.0,4,770
2023-06-13,4.000000000000008,4.643597071162297,4.0000405,4.0,3.9987098920799893,4.0,11,1862
2023-06-13,1.000000000000008,1.8385061455004852,1.0001347,1.0,1.0080723502323672,1.0,11,1213
2023-06-13,6.9999999999999165,17.48347657278889,6.9999523,7.0,6.9957243143974726,7.0,7,546
2023-06-13,2.0,2.642350815157668,2.0000806,2.0,2.0013719543611006,2.0,4,1644
2023-06-13,1.000000000000008,1.814011681870868,1.0001347,1.0,1.0080723502323672,1.0,9,183
2023-06-13,8.000000000000018,8.203036939272103,7.99993,8.0,7.9138273431016755,8.0,11,1405
2023-06-13,1.0000000000000036,3.3375162937836436,1.0001347,1.0,1.0080723502323672,1.0,1,164
2023-06-13,1.0000000000000089,1.961568981995617,1.0001347,1.0,1.0080723502323672,1.0,1,575
2023-06-13,2.0000000000000004,2.884629289292814,2.0000806,2.0,2.0013719543611006,2.0,1,1817
2023-06-13,1.0000000000000053,1.8338784268664874,1.0001347,1.0,1.0080723502323672,1.0,9,726
2023-06-13,2.9999999999999982,3.6720616856114248,3.0000606,3.0,2.9991228388588147,3.0,9,405
2023-06-13,4.999999999999985,4.886123551042584,5.000005,5.0,4.985814491607673,5.0,11,722
2023-06-13,4.999999999999961,7.053155777346756,5.000005,5.0,4.985814491607673,5.0,10,748
2023-06-13,1.0000000000000133,2.044691436141413,1.0001347,1.0,1.0080723502323672,1.0,1,1739
2023-06-13,10.999999999999954,9.140267577989654,10.99985,11.0,10.777308927631994,11.0,9,900
2023-06-13,1.0000000000000133,1.978922315041423,1.0001347,1.0,1.0080723502323672,1.0,9,755
2023-06-13,2.000000000000012,2.768601643628502,2.0000806,2.0,2.0013719543611006,2.0,9,865
2023-06-13,6.999999999999994,7.422524214483511,6.9999523,7.0,6.9957243143974726,7.0,9,277
2023-06-13,1.9999999999999876,2.869074202020615,2.0000806,2.0,2.0013719543611006,2.0,9,93
2023-06-13,1.0000000000000018,2.0008163163755945,1.0001347,1.0,1.0080723502323672,1.0,7,1187
2023-06-13,3.0000000000000218,3.6995519460001454,3.0000606,3.0,2.9991228388588147,3.0,7,1648
2023-06-13,4.000000000000009,4.839709258800346,4.0000405,4.0,3.9987098920799893,4.0,4,1669
2023-06-13,3.00000000000001,3.619241991210883,3.0000606,3.0,2.9991228388588147,3.0,1,1713
2023-06-13,0.9999999999999964,2.071262425348227,1.0001347,1.0,1.0080723502323672,1.0,1,907
2023-06-13,21.999999999999993,21.623075200755366,21.999659,22.0,21.96883833264046,22.0,10,827
2023-06-13,1.0000000000000036,1.7612030921281079,1.0001347,1.0,1.0080723502323672,1.0,9,1018
2023-06-13,3.9999999999999982,4.6305222705285125,4.0000405,4.0,3.9987098920799893,4.0,9,636
2023-06-13,12.999999999999986,13.291535693241496,12.99981,13.0,13.04072307035748,13.0,4,1502
2023-06-13,12.99999999999999,13.130949878271428,12.99981,13.0,13.04072307035748,13.0,9,324
2023-06-13,2.000000000000014,2.7951668261223777,2.0000806,2.0,2.0013719543611006,2.0,4,528
2023-06-13,6.999999999999995,6.678969621014822,6.9999523,7.0,6.9957243143974726,7.0,3,777
2023-06-13,1.0000000000000142,1.9573737111692076,1.0001347,1.0,1.0080723502323672,1.0,7,1246
2023-06-13,1.0000000000000195,2.0191952486611964,1.0001347,1.0,1.0080723502323672,1.0,10,1906
2023-06-13,1.0000000000000124,1.8592339976520407,1.0001347,1.0,1.0080723502323672,1.0,11,814
2023-06-13,1.0000000000000044,1.871503943545516,1.0001347,1.0,1.0080723502323672,1.0,9,1833
2023-06-13,2.0000000000000173,2.755648939822949,2.0000806,2.0,2.0013719543611006,2.0,9,1937
2023-06-13,2.000000000000012,2.6551838892031423,2.0000806,2.0,2.0013719543611006,2.0,4,1916
2023-06-13,2.000000000000006,3.06547128025608,2.0000806,2.0,2.0013719543611006,2.0,4,621
2023-06-13,1.000000000000008,1.894223107397405,1.0001347,1.0,1.0080723502323672,1.0,7,574
2023-06-13,9.00000000000001,9.561631719459662,8.999895,9.0,9.085946314283538,9.0,7,1081
2023-06-13,10.000000000000007,10.150707243755692,9.999856,10.0,9.990740523917855,10.0,10,421
2023-06-13,17.999999999999986,17.24293511226966,17.99971,18.0,18.040619549001516,18.0,4,365
2023-06-13,3.0000000000000115,3.822498713357925,3.0000606,3.0,2.9991228388588147,3.0,7,1420
2023-06-13,1.0000000000000018,1.914309417783329,1.0001347,1.0,1.0080723502323672,1.0,9,1888
2023-06-13,7.000000000000003,7.0717758067088,6.9999523,7.0,6.9957243143974726,7.0,4,1246
2023-06-13,1.0,1.896926322814675,1.0001347,1.0,1.0080723502323672,1.0,1,969
2023-06-13,0.9999999999999982,1.9658688861321654,1.0001347,1.0,1.0080723502323672,1.0,11,1161
2023-06-13,1.0000000000000098,1.899110051386101,1.0001347,1.0,1.0080723502323672,1.0,10,425
2023-06-13,11.99999999999998,13.549112732972734,11.999834,12.0,12.2376662058064,12.0,1,65
2023-06-13,1.0000000000000044,1.8811625151441973,1.0001347,1.0,1.0080723502323672,1.0,1,258
2023-06-13,3.0000000000000058,3.6482223585946425,3.0000606,3.0,2.9991228388588147,3.0,7,1467
2023-06-13,3.999999999999976,7.415397335403599,4.0000405,4.0,3.9987098920799893,4.0,4,1624
2023-06-13,1.0000000000000142,1.9174966253784582,1.0001347,1.0,1.0080723502323672,1.0,7,1062
2023-06-13,4.00000000000001,4.6225352270474165,4.0000405,4.0,3.9987098920799893,4.0,4,1982
2023-06-13,4.000000000000001,4.642055674935062,4.0000405,4.0,3.9987098920799893,4.0,9,942
2023-06-13,0.999999999999992,2.9709766979687338,1.0001347,1.0,1.0080723502323672,1.0,5,1845
2023-06-13,4.000000000000011,4.68112511819117,4.0000405,4.0,3.9987098920799893,4.0,4,1081
2023-06-13,1.9999999999999996,2.8641597388292332,2.0000806,2.0,2.0013719543611006,2.0,9,878
2023-06-13,3.000000000000004,3.744703268151845,3.0000606,3.0,2.9991228388588147,3.0,7,687
2023-06-13,1.0000000000000115,1.7662137420243607,1.0001347,1.0,1.0080723502323672,1.0,10,917
2023-06-13,1.0000000000000204,1.9405927360851862,1.0001347,1.0,1.0080723502323672,1.0,11,949
2023-06-13,7.000000000000003,7.648905678192011,6.9999523,7.0,6.9957243143974726,7.0,1,1844
2023-06-13,4.000000000000012,4.6449883222063395,4.0000405,4.0,3.9987098920799893,4.0,10,1863
2023-06-13,43.99999999999993,28.632254742662205,44.00241,43.95111111111111,44.48026069423575,44.0,10,713
2023-06-13,2.0000000000000178,2.8334489318329013,2.0000806,2.0,2.0013719543611006,2.0,10,308
2023-06-13,2.000000000000014,2.754517912495716,2.0000806,2.0,2.0013719543611006,2.0,4,1954
2023-06-13,0.9999999999999964,2.0789994722291674,1.0001347,1.0,1.0080723502323672,1.0,11,277
2023-06-13,2.0000000000000115,2.7680829030042595,2.0000806,2.0,2.0013719543611006,2.0,9,188
2023-06-13,2.00000000000001,2.105888656813951,2.0000806,2.0,2.0013719543611006,2.0,10,1394
2023-06-14,11.0,10.738376028323902,10.99985,11.0,10.777308927631994,11.0,7,205
2023-06-14,3.999999999999985,4.7965792124933095,4.0000405,4.0,3.9987098920799893,4.0,1,680
2023-06-14,39.99999999999992,19.832838215217276,39.934765,40.36,39.70364804547995,40.0,4,1524
2023-06-14,2.0000000000000115,2.8913046694124525,2.0000806,2.0,2.0013719543611006,2.0,4,530
2023-06-14,2.000000000000011,2.7706751163784737,2.0000806,2.0,2.0013719543611006,2.0,3,782
2023-06-14,2.999999999999991,3.7259318293423735,3.0000606,3.0,2.9991228388588147,3.0,9,1415
2023-06-14,1.000000000000007,1.8436668605691136,1.0001347,1.0,1.0080723502323672,1.0,4,1481
2023-06-14,1.0000000000000169,1.8376575373114186,1.0001347,1.0,1.0080723502323672,1.0,10,1660
2023-06-14,0.9999999999999982,1.9279843737299043,1.0001347,1.0,1.0080723502323672,1.0,3,219
2023-06-14,5.0,5.559929607915926,5.000005,5.0,4.985814491607673,5.0,9,907
2023-06-14,0.9999999999999973,1.8208241190712187,1.0001347,1.0,1.0080723502323672,1.0,1,626
2023-06-14,1.000000000000008,1.8164729115490736,1.0001347,1.0,1.0080723502323672,1.0,11,833
2023-06-14,8.000000000000004,8.736275303975846,7.99993,8.0,7.9138273431016755,8.0,9,667
2023-06-14,1.9999999999999756,2.4282487474190138,2.0000806,2.0,2.0013719543611006,2.0,9,1124
2023-06-14,1.0000000000000142,1.8100684880072553,1.0001347,1.0,1.0080723502323672,1.0,4,772
2023-06-14,2.000000000000009,2.799166163986424,2.0000806,2.0,2.0013719543611006,2.0,11,1041
2023-06-14,2.000000000000003,2.8183924028656495,2.0000806,2.0,2.0013719543611006,2.0,1,1053
2023-06-14,1.0000000000000098,1.7916101467583854,1.0001347,1.0,1.0080723502323672,1.0,7,430
2023-06-14,1.0000000000000062,1.8265276240032229,1.0001347,1.0,1.0080723502323672,1.0,9,710
2023-06-14,2.0000000000000036,2.7692926062491754,2.0000806,2.0,2.0013719543611006,2.0,7,440
2023-06-14,11.00000000000001,10.989706500483418,10.99985,11.0,10.777308927631992,11.0,7,1669
2023-06-14,1.9999999999999911,3.084201819341491,2.0000806,2.0,2.0013719543611006,2.0,11,1467
2023-06-14,2.000000000000011,2.6144576802609585,2.0000806,2.0,2.0013719543611006,2.0,10,1008
2023-06-14,2.0000000000000084,3.002763268431382,2.0000806,2.0,2.0013719543611006,2.0,7,1361
2023-06-14,0.9999999999999893,2.1332985871709464,1.0001347,1.0,1.0080723502323672,1.0,7,820
2023-06-14,13.999999999999993,12.704676914581254,13.999763,14.0,13.981937209413505,14.0,3,1237
2023-06-14,4.00000000000001,4.586249980812603,4.0000405,4.0,3.9987098920799893,4.0,7,599
2023-06-14,1.9999999999999933,2.73928898059971,2.0000806,2.0,2.0013719543611006,2.0,4,328
2023-06-14,12.999999999999982,14.338656836155232,12.99981,13.0,13.04072307035748,13.0,9,738
2023-06-14,3.000000000000011,3.7194998105305377,3.0000606,3.0,2.9991228388588147,3.0,9,203
2023-06-14,2.9999999999999973,3.5829985230099197,3.0000606,3.0,2.9991228388588147,3.0,3,640
2023-06-14,1.000000000000007,1.8934253531968341,1.0001347,1.0,1.0080723502323672,1.0,11,1888
2023-06-14,1.000000000000016,1.853349842835046,1.0001347,1.0,1.0080723502323672,1.0,1,461
2023-06-14,2.0000000000000027,2.9174900289104393,2.0000806,2.0,2.0013719543611006,2.0,3,558
2023-06-14,1.000000000000015,1.8227365244745286,1.0001347,1.0,1.0080723502323672,1.0,9,676
2023-06-14,4.000000000000018,5.182665859466589,4.0000405,4.0,3.9987098920799893,4.0,11,755
2023-06-14,6.999999999999984,7.144290774066954,6.9999523,7.0,6.9957243143974726,7.0,9,62
2023-06-14,2.000000000000006,2.6669716619364667,2.0000806,2.0,2.0013719543611006,2.0,3,641
2023-06-14,1.0000000000000115,1.8023086648021618,1.0001347,1.0,1.0080723502323672,1.0,4,1390
2023-06-14,2.0000000000000187,2.8047235197571485,2.0000806,2.0,2.0013719543611006,2.0,10,803
2023-06-14,3.0000000000000044,3.706423940118654,3.0000606,3.0,2.9991228388588147,3.0,9,558
2023-06-14,4.9999999999999964,5.382292288186656,5.000005,5.0,4.985814491607673,5.0,1,823
2023-06-14,3.0000000000000107,3.81444531218445,3.0000606,3.0,2.9991228388588147,3.0,7,154
2023-06-14,2.9999999999999947,3.870382264601794,3.0000606,3.0,2.9991228388588147,3.0,9,443
2023-06-14,2.0000000000000133,3.0404626894476614,2.0000806,2.0,2.0013719543611006,2.0,7,755
2023-06-14,3.9999999999999982,4.65084341440194,4.0000405,4.0,3.9987098920799893,4.0,9,1525
2023-06-14,0.9999999999999982,1.7614210215451038,1.0001347,1.0,1.0080723502323672,1.0,7,189
2023-06-14,1.0000000000000142,1.7906732226798638,1.0001347,1.0,1.0080723502323672,1.0,4,1487
2023-06-14,2.0000000000000107,3.1331026939586977,2.0000806,2.0,2.0013719543611006,2.0,9,1273
2023-06-14,2.0000000000000164,2.8454497866280803,2.0000806,2.0,2.0013719543611006,2.0,10,506
2023-06-14,3.0000000000000084,3.6945505467557904,3.0000606,3.0,2.9991228388588147,3.0,7,1841
2023-06-14,1.0000000000000098,1.923334722179856,1.0001347,1.0,1.0080723502323672,1.0,9,362
2023-06-14,1.000000000000008,1.8460750906692862,1.0001347,1.0,1.0080723502323672,1.0,4,653
2023-06-14,1.0000000000000115,2.092841503734199,1.0001347,1.0,1.0080723502323672,1.0,3,242
2023-06-14,1.0000000000000098,1.9796639126615503,1.0001347,1.0,1.0080723502323672,1.0,9,1705
2023-06-14,2.000000000000002,4.181875719672307,2.0000806,2.0,2.0013719543611006,2.0,1,832
2023-06-14,3.000000000000001,3.435480037908423,3.0000606,3.0,2.9991228388588147,3.0,9,803
2023-06-14,2.0000000000000027,2.782431570456044,2.0000806,2.0,2.0013719543611006,2.0,9,339
2023-06-14,1.0000000000000089,1.977773576554391,1.0001347,1.0,1.0080723502323672,1.0,10,153
2023-06-14,1.0000000000000115,1.8617190285181469,1.0001347,1.0,1.0080723502323672,1.0,9,1736
2023-06-14,1.000000000000016,1.8834273980389113,1.0001347,1.0,1.0080723502323672,1.0,7,1143
2023-06-14,4.000000000000001,4.4760267501002495,4.0000405,4.0,3.9987098920799893,4.0,1,170
2023-06-14,4.000000000000008,4.603488741893635,4.0000405,4.0,3.9987098920799893,4.0,7,1624
2023-06-14,2.000000000000003,2.8203902870870827,2.0000806,2.0,2.0013719543611006,2.0,3,313
2023-06-14,9.999999999999995,9.729139554040726,9.999856,10.0,9.990740523917855,10.0,9,440
2023-06-14,2.0000000000000084,2.819202884124513,2.0000806,2.0,2.0013719543611006,2.0,3,1062
2023-06-14,3.0000000000000115,3.7628254676597095,3.0000606,3.0,2.9991228388588147,3.0,7,1182
2023-06-14,16.999999999999975,15.997923150785645,16.99968,17.0,16.933677454474932,17.0,4,713
2023-06-14,3.0000000000000018,3.7872713578420907,3.0000606,3.0,2.9991228388588147,3.0,1,154
2023-06-14,7.999999999999976,7.811887401890335,7.99993,8.0,7.9138273431016755,8.0,10,537
2023-06-14,2.000000000000008,2.765238342330198,2.0000806,2.0,2.0013719543611006,2.0,4,1974
2023-06-14,1.9999999999999991,2.747952327442478,2.0000806,2.0,2.0013719543611006,2.0,4,1229
2023-06-14,1.9999999999999978,2.850978877711146,2.0000806,2.0,2.0013719543611006,2.0,9,908
2023-06-14,3.0000000000000058,3.55717070458601,3.0000606,3.0,2.9991228388588147,3.0,1,1323
2023-06-14,1.0000000000000115,1.8941951636195107,1.0001347,1.0,1.0080723502323672,1.0,4,1364
2023-06-14,7.999999999999972,6.894162984736349,7.99993,8.0,7.9138273431016755,8.0,9,722
2023-06-14,5.000000000000023,5.632378111357454,5.000005,5.0,4.985814491607673,5.0,7,459
2023-06-14,1.0000000000000115,1.8356028150920771,1.0001347,1.0,1.0080723502323672,1.0,1,1007
2023-06-14,2.000000000000004,2.8630951842511863,2.0000806,2.0,2.0013719543611006,2.0,4,154
2023-06-14,1.0000000000000098,2.0877790730835795,1.0001347,1.0,1.0080723502323672,1.0,9,1982
2023-06-14,3.000000000000005,3.716905927746648,3.0000606,3.0,2.9991228388588147,3.0,4,969
2023-06-14,1.000000000000016,1.8185519194544177,1.0001347,1.0,1.0080723502323672,1.0,9,767
2023-06-14,1.0000000000000009,1.907971053359116,1.0001347,1.0,1.0080723502323672,1.0,1,1041
2023-06-14,1.999999999999996,2.7080460895192715,2.0000806,2.0,2.0013719543611006,2.0,4,687
2023-06-14,2.0000000000000173,2.825035216490388,2.0000806,2.0,2.0013719543611006,2.0,4,1768
2023-06-14,2.0000000000000178,2.7281295359595106,2.0000806,2.0,2.0013719543611006,2.0,10,1151
2023-06-14,31.999999999999964,29.852948844130644,31.999306,31.906666666666666,32.414260177415294,32.0,9,365
2023-06-14,4.000000000000014,4.67347418283949,4.0000405,4.0,3.9987098920799893,4.0,9,1713
2023-06-14,2.0000000000000173,2.7376769729111157,2.0000806,2.0,2.0013719543611006,2.0,10,809
2023-06-14,2.0000000000000036,2.8540729900637754,2.0000806,2.0,2.0013719543611006,2.0,9,265
2023-06-14,1.0000000000000018,2.338824915956012,1.0001347,1.0,1.0080723502323672,1.0,7,1618
2023-06-14,5.999999999999995,5.957239855040848,5.999972,6.0,6.011816839567584,6.0,3,324
2023-06-14,7.999999999999992,9.68923976019271,7.99993,8.0,7.9138273431016755,8.0,4,81
2023-06-14,13.999999999999995,14.273775849917168,13.999763,14.0,13.981937209413505,14.0,4,1502
2023-06-14,1.000000000000016,1.931224248965984,1.0001347,1.0,1.0080723502323672,1.0,7,621
2023-06-14,1.9999999999999916,2.5771457861928244,2.0000806,2.0,2.0013719543611006,2.0,10,827
2023-06-14,3.0000000000000053,3.722065339942759,3.0000606,3.0,2.9991228388588147,3.0,11,1534
2023-06-14,1.0000000000000133,2.0330404324646327,1.0001347,1.0,1.0080723502323672,1.0,9,1881
2023-06-14,4.0000000000000115,4.7642055469538125,4.0000405,4.0,3.9987098920799893,4.0,10,154
2023-06-14,1.0000000000000213,1.8533960433957315,1.0001347,1.0,1.0080723502323672,1.0,9,796
2023-06-14,2.0000000000000093,2.767611815018997,2.0000806,2.0,2.0013719543611006,2.0,9,1342
2023-06-14,0.9999999999999991,1.8634294998236793,1.0001347,1.0,1.0080723502323672,1.0,9,599
2023-06-14,3.0000000000000075,3.672729221927053,3.0000606,3.0,2.9991228388588147,3.0,4,1668
2023-06-14,1.0000000000000053,1.9916870046837047,1.0001347,1.0,1.0080723502323672,1.0,10,636
2023-06-14,2.0000000000000018,2.7419869804710757,2.0000806,2.0,2.0013719543611006,2.0,9,1706
2023-06-14,10.999999999999961,15.526854360955308,10.99985,11.0,10.777308927631992,11.0,1,576
2023-06-14,2.0000000000000178,2.803437373337511,2.0000806,2.0,2.0013719543611006,2.0,11,1713
2023-06-14,1.0000000000000124,1.8534909856285218,1.0001347,1.0,1.0080723502323672,1.0,1,1008
2023-06-14,4.000000000000001,4.48033696778624,4.0000405,4.0,3.9987098920799893,4.0,3,106
2023-06-14,3.000000000000015,3.739610818767927,3.0000606,3.0,2.9991228388588147,3.0,9,1843
2023-06-14,3.0000000000000027,4.214005792298579,3.0000606,3.0,2.9991228388588147,3.0,11,37
2023-06-14,4.000000000000002,4.516029601631619,4.0000405,4.0,3.9987098920799893,4.0,9,242
2023-06-14,1.000000000000008,1.9819054919896786,1.0001347,1.0,1.0080723502323672,1.0,1,865
2023-06-14,4.999999999999998,5.4931482305913555,5.000005,5.0,4.985814491607673,5.0,4,205
2023-06-14,1.0000000000000107,1.9439887129561093,1.0001347,1.0,1.0080723502323672,1.0,9,1791
2023-06-14,1.0000000000000089,1.833066129723024,1.0001347,1.0,1.0080723502323672,1.0,3,484
2023-06-14,0.9999999999999698,2.6154577282047065,1.0001347,1.0,1.0080723502323672,1.0,7,716
2023-06-14,7.0000000000000036,7.595720833815059,6.9999523,7.0,6.9957243143974726,7.0,7,1724
2023-06-14,1.0000000000000036,1.9756560336982751,1.0001347,1.0,1.0080723502323672,1.0,10,97
2023-06-14,1.0000000000000062,1.9623503815460488,1.0001347,1.0,1.0080723502323672,1.0,4,1062
2023-06-14,2.0000000000000013,2.8055014300818097,2.0000806,2.0,2.0013719543611006,2.0,9,687
2023-06-14,1.0000000000000124,2.209658682457677,1.0001347,1.0,1.0080723502323672,1.0,3,1624
2023-06-14,2.9999999999999853,3.940746046824902,3.0000606,3.0,2.9991228388588147,3.0,1,97
2023-06-14,3.0000000000000115,3.7464575995982123,3.0000606,3.0,2.9991228388588147,3.0,9,896
2023-06-14,5.0,5.6068669463322305,5.000005,5.0,4.985814491607673,5.0,9,769
2023-06-14,1.9999999999999933,2.943988275020411,2.0000806,2.0,2.0013719543611006,2.0,3,247
2023-06-14,1.000000000000007,1.9548403929365534,1.0001347,1.0,1.0080723502323672,1.0,11,1086
2023-06-14,3.0000000000000018,3.8080414092581094,3.0000606,3.0,2.9991228388588147,3.0,11,280
